Id,WnvPresent
1,0.9395414816078119
2,0.936574621032673
3,0.9392803179774415
4,0.9270403474113651
5,0.9391638272943398
6,0.9401351978657011
7,0.9391624609108784
8,0.9410186537188814
9,0.9393301805238242
10,0.9363536532647903
11,0.9390681633278047
12,0.9267887596771884
13,0.9389512920803551
14,0.9399258391291361
15,0.9389499212336456
16,0.9408121900855164
17,0.9393246994372972
18,0.936347921492291
19,0.9390626601055267
20,0.9267822338784186
21,0.9389457789888133
22,0.9399204084142115
23,0.9389444080263574
24,0.9408068344508107
25,0.9400201115996889
26,0.9370751656120719
27,0.9397608829533594
28,0.9276103195043198
29,0.9396452549919099
30,0.9406094247172013
31,0.9396438987264395
32,0.9414863177380399
33,0.9399303135015568
34,0.9369812541044702
35,0.9396707216622868
36,0.9275033751192572
37,0.9395549317691229
38,0.9405204530752195
39,0.9395535736045174
40,0.9413985779065155
41,0.9400751049376824
42,0.9371326784819906
43,0.9398160987514418
44,0.9276758155033007
45,0.9397005699752372
46,0.9406639118419448
47,0.9396992148730119
48,0.9415400503687206
49,0.9400684818426974
50,0.9371257519309465
51,0.9398094488631091
52,0.9276679274416464
53,0.9396939081409159
54,0.9406573497158154
55,0.939692552898588
56,0.9415335791145263
57,0.9399532987065966
58,0.9370052921160746
59,0.9396937998250593
60,0.9275307487777404
61,0.939578051377629
62,0.9405432267519936
63,0.939576693699099
64,0.9414210363055646
65,0.93995955761276
66,0.9370118377130591
67,0.939700084044599
68,0.927538202714404
69,0.9395843468832838
70,0.9405494280567943
71,0.9395829893371175
72,0.9414271517570076
73,0.9399984405933348
74,0.937052501834529
75,0.9397391242907108
76,0.9275845101915596
77,0.9396234572471664
78,0.9405879531750876
79,0.9396221005233413
80,0.9414651434913974
81,0.9400776001116842
82,0.9371352879807758
83,0.9398186040196307
84,0.9276787872447463
85,0.9397030797439855
86,0.9406663840464037
87,0.9397017246945428
88,0.9415424883378924
89,0.9398695257664189
90,0.9369176823466172
91,0.9396096881103423
92,0.9274309828121869
93,0.9394937886184233
94,0.940460224704769
95,0.9394924291684439
96,0.9413391832574474
97,0.9399887208233607
98,0.9370423368085177
99,0.9397293652069882
100,0.9275729344093415
101,0.9396136806351726
102,0.9405783228646444
103,0.9396123237057757
104,0.9414556465178199
105,0.9401858897724832
106,0.9372485399516947
107,0.9399273318199289
108,0.9278077629074154
109,0.9398120028917997
110,0.9407736767130068
111,0.9398106501333943
112,0.9416482950246776
113,0.9394679632537557
114,0.9364977387791847
115,0.9392065025940421
116,0.926952809398681
117,0.9390898794795457
118,0.940062355420868
119,0.939088511542932
120,0.9409468187248325
121,0.9393927905587282
122,0.936419127099357
123,0.9391310262373904
124,0.9268633044976821
125,0.9390142677346209
126,0.9399878737289027
127,0.9390128982101775
128,0.9408733669854711
129,0.9399976553750493
130,0.9370516806455459
131,0.9397383358964049
132,0.9275835750322128
133,0.9396226674368126
134,0.9405871751839244
135,0.93962131069638
136,0.9414643762720499
137,0.9393249156382141
138,0.9363481475814289
139,0.9390628771795808
140,0.9267824912876084
141,0.938945996452157
142,0.9399206226282373
143,0.9389446254942667
144,0.9408070457033216
145,0.9392053019023786
146,0.9362230639407587
147,0.9389427804441478
148,0.9266400827062994
149,0.9388256843706885
150,0.9398021079973168
151,0.9388243108872277
152,0.9406901693233308
153,0.9397604470181398
154,0.9368036089034575
155,0.93950016834892
156,0.927301085440485
157,0.93938407222914
158,0.9403521494999783
159,0.9393827104731107
160,0.9412326038203479
161,0.93939051613748
162,0.9364167486379803
163,0.9391287426293846
164,0.9268605964880925
165,0.9390119800306793
166,0.9399856202127839
167,0.9390106104581989
168,0.9408711446288944
169,0.9396005133629612
170,0.9366363542670779
171,0.9393395882692014
172,0.927110638338614
173,0.9392232039384405
174,0.940193686816735
175,0.9392218388022772
176,0.9410763336168777
177,0.9394693851843718
178,0.9364992257659354
179,0.9392079302690787
180,0.9269545024589644
181,0.9390913097157473
182,0.9400637642796741
183,0.9390899418091709
184,0.9409482080999099
185,0.9393938908163673
186,0.9364202776869021
187,0.9391321309391663
188,0.9268646145058667
189,0.939015374417825
190,0.9399889638735884
191,0.9390140049166197
192,0.9408744420565854
193,0.9394949954829966
194,0.9365260078241253
195,0.9392336440332746
196,0.9269849962375696
197,0.9391170696103536
198,0.9400891391356181
199,0.9391157022447936
200,0.9409732320252803
201,0.9398493166654864
