Id,WnvPresent
1,0.9999997638363576
2,0.9999990477078511
3,0.9999991577201662
4,0.9999989047706651
5,0.9999993023465982
6,0.9999982533086207
7,0.9999992120359864
8,0.9999992120359864
9,0.9999997582250987
10,0.9999990250813626
11,0.9999991377075713
12,0.9999988787479889
13,0.9999992857703293
14,0.9999982118072177
15,0.9999991933139359
16,0.9999991933139359
17,0.999999764107027
18,0.9999990487992815
19,0.9999991586855107
20,0.9999989060259168
21,0.9999993031461851
22,0.9999982553105173
23,0.999999212939079
24,0.999999212939079
25,0.9999997561893047
26,0.9999990168723553
27,0.999999130446898
28,0.999998869306827
29,0.9999992797563729
30,0.999998196750294
31,0.999999186521479
32,0.999999186521479
33,0.9999997577228774
34,0.9999990230562376
35,0.999999135916396
36,0.9999988764188968
37,0.9999992842867134
38,0.9999982080927425
39,0.9999991916382674
40,0.9999991916382674
41,0.9999997596261695
42,0.9999990307309526
43,0.9999991427045003
44,0.9999988852455703
45,0.9999992899092448
46,0.99999822216967
47,0.99999919798863
48,0.99999919798863
49,0.999999757364395
50,0.9999990216107152
51,0.9999991346378655
52,0.9999988747564046
53,0.9999992832277171
54,0.9999982054413721
55,0.9999991904421852
56,0.9999991904421852
57,0.9999997585200895
58,0.9999990262708653
59,0.9999991387596584
60,0.9999988801160334
61,0.9999992866417645
62,0.9999982139889982
63,0.9999991942981775
64,0.9999991942981775
65,0.9999997534755525
66,0.9999990059295912
67,0.9999991207682815
68,0.9999988567215774
69,0.9999992717396539
70,0.9999981766791263
71,0.9999991774670036
72,0.9999991774670036
73,0.9999997750962649
74,0.9999990931115973
75,0.9999991978787078
76,0.9999989569894175
77,0.9999993356095898
78,0.9999983365879717
79,0.9999992496048394
80,0.9999992496048394
81,0.9999997595998311
82,0.9999990306247476
83,0.9999991426105644
84,0.999998885123424
85,0.9999992898314385
86,0.9999982219748693
87,0.9999991979007518
88,0.9999991979007518
89,0.9999997718786046
90,0.9999990801369045
91,0.9999991864028984
92,0.9999989420672507
93,0.9999993261042708
94,0.9999983127898467
95,0.9999992388690662
96,0.9999992388690662
97,0.9999997718753245
98,0.9999990801236782
99,0.9999991863912001
100,0.9999989420520392
101,0.9999993260945811
102,0.9999983127655871
103,0.9999992388581223
104,0.9999992388581223
105,0.9999997543863692
106,0.9999990096023117
107,0.999999124016716
108,0.9999988609455653
109,0.9999992744303057
110,0.9999981834156133
111,0.9999991805059576
112,0.9999991805059576
113,0.9999997599128965
114,0.9999990318871328
115,0.9999991437271143
116,0.9999988865752906
117,0.9999992907562676
118,0.9999982242903304
119,0.9999991989452991
120,0.9999991989452991
121,0.9999997500100147
122,0.9999989919553754
123,0.9999991084084173
124,0.9999988406498618
125,0.9999992615020792
126,0.9999981510476844
127,0.9999991659041851
128,0.9999991659041851
129,0.9999997645073916
130,0.9999990504136868
131,0.999999160113414
132,0.999998907882641
133,0.9999993043289058
134,0.9999982582716523
135,0.9999992142749018
136,0.9999992142749018
137,0.9999997697599737
138,0.99999907159387
139,0.9999991788467861
140,0.9999989322419248
141,0.9999993198456048
142,0.9999982971202503
143,0.999999231800222
144,0.999999231800222
145,0.9999997625848062
146,0.9999990426611738
147,0.9999991532564994
148,0.9999988989664922
149,0.9999992986493793
150,0.9999982440520278
151,0.9999992078601663
152,0.9999992078601663
153,0.9999997669754533
154,0.999999060365744
155,0.9999991689157738
156,0.999998919328481
157,0.9999993116198285
158,0.9999982765256715
159,0.9999992225096271
160,0.9999992225096271
161,0.9999997601361484
162,0.9999990327873597
163,0.9999991445233438
164,0.9999988876106396
165,0.999999291415778
166,0.9999982259415225
167,0.9999991996901824
168,0.9999991996901824
169,0.9999997563892826
170,0.9999990176787334
171,0.9999991311601204
172,0.9999988702342407
173,0.9999992803471293
174,0.999998198229349
