Id,WnvPresent
1,0.2628239909018091
2,0.2628239909018091
3,0.2628239909018091
4,0.2628239909018091
5,0.2628239909018091
6,0.2955809118629295
7,0.2628239909018091
8,0.2628239909018091
9,0.2628239909018091
10,0.2628239909018091
11,0.2628239909018091
12,0.2628239909018091
13,0.2628239909018091
14,0.2955809118629295
15,0.2628239909018091
16,0.2628239909018091
17,0.2628239909018091
18,0.2628239909018091
19,0.2628239909018091
20,0.2628239909018091
21,0.2628239909018091
22,0.2955809118629295
23,0.2628239909018091
24,0.2628239909018091
25,0.2628239909018091
26,0.2628239909018091
27,0.2628239909018091
28,0.2628239909018091
29,0.2628239909018091
30,0.2955809118629295
31,0.2628239909018091
32,0.2628239909018091
33,0.2628239909018091
34,0.2628239909018091
35,0.2628239909018091
36,0.2628239909018091
37,0.2628239909018091
38,0.2955809118629295
39,0.2628239909018091
40,0.2628239909018091
41,0.2628239909018091
42,0.2628239909018091
43,0.2628239909018091
44,0.2628239909018091
45,0.2628239909018091
46,0.2955809118629295
47,0.2628239909018091
48,0.2628239909018091
49,0.2628239909018091
50,0.2628239909018091
51,0.2628239909018091
52,0.2628239909018091
53,0.2628239909018091
54,0.2955809118629295
55,0.2628239909018091
56,0.2628239909018091
57,0.2628239909018091
58,0.2628239909018091
59,0.2628239909018091
60,0.2628239909018091
61,0.2628239909018091
62,0.2955809118629295
63,0.2628239909018091
64,0.2628239909018091
65,0.2628239909018091
66,0.2628239909018091
67,0.2628239909018091
68,0.2628239909018091
69,0.2628239909018091
70,0.2955809118629295
71,0.2628239909018091
72,0.2628239909018091
73,0.2628239909018091
74,0.2628239909018091
75,0.2628239909018091
76,0.2628239909018091
77,0.2628239909018091
78,0.2955809118629295
79,0.2628239909018091
80,0.2628239909018091
81,0.2628239909018091
82,0.2628239909018091
83,0.2628239909018091
84,0.2628239909018091
85,0.2628239909018091
86,0.2955809118629295
87,0.2628239909018091
88,0.2628239909018091
89,0.2628239909018091
90,0.2628239909018091
91,0.2628239909018091
92,0.2628239909018091
93,0.2628239909018091
94,0.2955809118629295
95,0.2628239909018091
96,0.2628239909018091
97,0.2628239909018091
98,0.2628239909018091
99,0.2628239909018091
100,0.2628239909018091
101,0.2628239909018091
102,0.2955809118629295
103,0.2628239909018091
104,0.2628239909018091
105,0.2628239909018091
106,0.2628239909018091
107,0.2628239909018091
108,0.2628239909018091
109,0.2628239909018091
110,0.2955809118629295
111,0.2628239909018091
112,0.2628239909018091
113,0.2628239909018091
114,0.2628239909018091
115,0.2628239909018091
116,0.2628239909018091
117,0.2628239909018091
118,0.2955809118629295
119,0.2628239909018091
120,0.2628239909018091
121,0.2628239909018091
122,0.2628239909018091
123,0.2628239909018091
124,0.2628239909018091
125,0.2628239909018091
126,0.2955809118629295
127,0.2628239909018091
128,0.2628239909018091
129,0.2628239909018091
130,0.2628239909018091
131,0.2628239909018091
132,0.2628239909018091
133,0.2628239909018091
134,0.2955809118629295
135,0.2628239909018091
136,0.2628239909018091
137,0.2628239909018091
138,0.2628239909018091
139,0.2628239909018091
140,0.2628239909018091
141,0.2628239909018091
142,0.2955809118629295
143,0.2628239909018091
144,0.2628239909018091
145,0.2628239909018091
146,0.2628239909018091
147,0.2628239909018091
148,0.2628239909018091
149,0.2628239909018091
150,0.2955809118629295
151,0.2628239909018091
152,0.2628239909018091
153,0.2628239909018091
154,0.2628239909018091
155,0.2628239909018091
156,0.2628239909018091
157,0.2628239909018091
158,0.2955809118629295
159,0.2628239909018091
160,0.2628239909018091
161,0.2628239909018091
162,0.2628239909018091
163,0.2628239909018091
164,0.2628239909018091
165,0.2628239909018091
166,0.2955809118629295
167,0.2628239909018091
168,0.2628239909018091
169,0.2628239909018091
170,0.2628239909018091
171,0.2628239909018091
172,0.2628239909018091
173,0.2628239909018091
174,0.2955809118629295
175,0.2628239909018091
176,0.2628239909018091
177,0.2628239909018091
178,0.2628239909018091
179,0.2628239909018091
180,0.2628239909018091
