Id,WnvPresent
1,0.05065371
2,0.05065371
3,0.05065371
4,0.05065371
5,0.05065371
6,0.05065371
7,0.05065371
8,0.05065371
9,0.05065371
10,0.05065371
11,0.05065371
12,0.05065371
13,0.05065371
14,0.05065371
15,0.05065371
16,0.05065371
17,0.05065371
18,0.05065371
19,0.05065371
20,0.05065371
21,0.05065371
22,0.05065371
23,0.05065371
24,0.05065371
25,0.094522156
26,0.094522156
27,0.094522156
28,0.094522156
29,0.094522156
30,0.094522156
31,0.094522156
32,0.094522156
33,0.094522156
34,0.094522156
35,0.094522156
36,0.094522156
37,0.094522156
38,0.094522156
39,0.094522156
40,0.094522156
41,0.094522156
42,0.094522156
43,0.094522156
44,0.094522156
45,0.094522156
46,0.094522156
47,0.094522156
48,0.094522156
49,0.094522156
50,0.094522156
51,0.094522156
52,0.094522156
53,0.094522156
54,0.094522156
55,0.094522156
56,0.094522156
57,0.05065371
58,0.05065371
59,0.05065371
60,0.05065371
61,0.05065371
62,0.05065371
63,0.05065371
64,0.05065371
65,0.052065104
66,0.052065104
67,0.052065104
68,0.052065104
69,0.052065104
70,0.052065104
71,0.052065104
72,0.052065104
73,0.094522156
74,0.094522156
75,0.094522156
76,0.094522156
77,0.094522156
78,0.094522156
79,0.094522156
80,0.094522156
81,0.052065104
82,0.052065104
83,0.052065104
84,0.052065104
85,0.052065104
86,0.052065104
87,0.052065104
88,0.052065104
89,0.094522156
90,0.094522156
91,0.094522156
92,0.094522156
93,0.094522156
94,0.094522156
95,0.094522156
96,0.094522156
97,0.094522156
98,0.094522156
99,0.094522156
100,0.094522156
101,0.094522156
102,0.094522156
103,0.094522156
104,0.094522156
105,0.052065104
106,0.052065104
107,0.052065104
108,0.052065104
109,0.052065104
110,0.052065104
111,0.052065104
112,0.052065104
113,0.05065371
114,0.05065371
115,0.05065371
116,0.05065371
117,0.05065371
118,0.05065371
119,0.05065371
120,0.05065371
121,0.05065371
122,0.05065371
123,0.05065371
124,0.05065371
125,0.05065371
126,0.05065371
127,0.05065371
128,0.05065371
129,0.05065371
130,0.05065371
131,0.05065371
132,0.05065371
133,0.05065371
134,0.05065371
135,0.05065371
136,0.05065371
137,0.052065104
138,0.052065104
139,0.052065104
140,0.052065104
141,0.052065104
142,0.052065104
143,0.052065104
144,0.052065104
145,0.05065371
146,0.05065371
147,0.05065371
148,0.05065371
149,0.05065371
150,0.05065371
151,0.05065371
152,0.05065371
153,0.05065371
154,0.05065371
155,0.05065371
156,0.05065371
157,0.05065371
158,0.05065371
159,0.05065371
160,0.05065371
161,0.05065371
162,0.05065371
163,0.05065371
164,0.05065371
165,0.05065371
166,0.05065371
167,0.05065371
168,0.05065371
169,0.05065371
170,0.05065371
171,0.05065371
172,0.05065371
173,0.05065371
174,0.05065371
175,0.05065371
176,0.05065371
